,LBEACH1G_7_N001,BIGCRK3_2_B1,MILPITAS_1_N001,IBM-CTLE_1_N002,MECCTG2_7_B2,VACA-DIX_1_B1,KANAKAJT_1_B1,ALTA1G_7_B1,RENFRO_1_N001
0,0.0823857746247399,0.04209402182693761,-0.03529414209811054,-0.04164539981325322,-0.04527013239318854,-0.06780195079107175,0.017291274927002186,0.08536079662735667,0.013799929177370208
1,0.0019373572578231895,-0.10735954713542988,-0.07517728176025824,-0.08416611156723923,-0.08632957963508449,-0.10334386348032865,0.0650197975920559,-0.010216746931275732,-0.11383528655952665
2,0.011496453003365043,-0.012729110460909064,-0.05257270797913423,-0.06067074341728542,-0.0629703034139058,-0.08191731020047978,-0.10568628005032137,0.005683197245263767,-0.07159615940398463
3,-0.00032145403460756843,-0.02290377558524214,-0.109430784265833,-0.12143610333082037,-0.12415760574498318,-0.15374982922839264,-0.16694526596556652,-0.010773230380053364,0.08474417777111616
4,0.030317096917515038,-0.03102644011768871,-0.09441332572584785,-0.10614272833758721,-0.11029069358852701,-0.12196397790321034,-0.15138749165913357,0.023618432887702292,0.04491450008381278
5,-0.04919217566911363,-0.11205098719531441,-0.13397939582927967,-0.1183763801312387,-0.11520397167458672,-0.09769693763976615,-0.12680844301425823,-0.06512869661324709,0.020565426882187984
6,0.006953422919694952,-0.03728011488956292,-0.08051123607333632,-0.08963374414862453,-0.0914592902703513,-0.11014875691556401,-0.16407384364606703,0.010692615118741273,-0.05622827180701679
7,-0.09208200039079971,-0.12522558963897254,-0.11822525147799408,-0.13184192140337755,-0.13264554073864074,-0.14531131875656497,-0.25740540830276065,-0.0890221643720048,-0.11610363244469174
8,-0.036499267509054766,-0.054035663351698834,-0.038601576414822925,-0.05945757294929789,-0.06205689707165315,-0.0774989230469659,-0.18769606963743213,-0.03471704015655039,-0.05553830034783031
9,0.015863152109792902,-0.030396230434474005,0.01279041091879508,-0.005273445644174783,-0.005955928726867841,-0.018436753926686443,-0.16731725663213196,0.007873935543158668,0.007650725306961033
10,-0.02276874823544447,-0.06107178219343647,-0.03939105482992683,-0.05029334419125204,-0.0497283119249532,-0.06111868248566537,-0.25079362341719164,-0.030070175026918448,-0.031181405735576956
11,0.04587154489962283,-0.010573526066818606,0.01454226107073728,0.04871056998589237,0.057642016774414974,0.07486079933992595,0.28445318282113546,0.08990942821712132,0.1159095954175398
12,-0.0634312735910833,-0.11994529973675587,0.1721739293749707,-0.16353769301310372,-0.22183964724070956,-0.02840207270040392,-0.19624887783391118,-0.013790905604613104,0.0034091744997347233
13,-0.11467085552945547,-0.17317648270464597,-0.056934825223697395,0.4044341874842806,-0.027553612235327183,-0.07647448102843192,-0.13042285557928054,-0.07281157639853297,-0.04674398628155379
14,0.018071907355146247,-0.10103399232350091,0.32087471766684195,-0.32328157508844774,-0.3168749307031335,0.017485610446437608,-0.10946672241810018,0.019485707850763152,0.015587006343318345
15,0.1741685363430162,0.09665915559064872,1.7457252951188615,0.47486947051260353,-0.2949773545202578,0.501028662063714,0.4673530269786769,0.19262596693426592,0.20130587190624533
16,0.24242721386805996,0.17778959104544073,0.5173999428422322,0.3565452996043764,0.3247877075791619,0.36344413666743774,-0.11485392722865916,0.19223754546001232,0.15045163401419295
17,0.3358634336377929,0.323153178872526,0.6041833125982772,0.4518646066372146,0.4192814086030876,0.4644760100973582,-0.25418509885248225,0.2810115474407486,0.22915127641025848
18,0.10683056315159799,0.0830391813365237,0.21874259277711555,0.11889471354793878,0.10167784800175188,0.11717806785164937,-0.4809996544734543,0.11142531191249358,0.04981287386771508
19,-0.0047163097521238624,-0.02778376288800885,0.046746659848206924,-0.021270169555169197,-0.03326599220463646,-0.07430632884349463,-0.543486770145242,0.018610594987957266,-0.04185471805030775
20,-0.03311413827260471,-0.02734581304279228,0.046292506586975146,0.016257225146909426,0.010889498472522017,-0.01744031764720578,-0.02335121102952102,-0.023817774720598144,-0.012685583957143764
21,0.05070950908321755,0.1193609735045359,0.12012183021884076,0.0997078151454842,0.09719913703967689,0.1257378145287017,-0.05805662664658355,0.08457655819081021,0.008651652991282866
22,0.22995172846432776,0.14037968206042165,0.19506258979782828,0.17988026648928368,0.17543998752445064,0.17511082517383897,0.2027655138777444,0.2436406082912428,0.14470996621190146
23,0.15094098948506496,0.19076403342264744,0.10891678959198091,0.09582260465776408,0.09083534487596491,0.10091435742726815,0.6743815853554096,0.15276625903126156,0.027684920163902817
24,0.17627944518653121,0.15521254312916136,0.23851972959775952,0.22508859180066604,0.21921151814461487,0.2272818472545407,0.6694876261649488,0.19222687875047664,-0.04299700660983539
25,0.09493137808494331,0.03626068102639251,-0.030720466910326528,-0.05569610394352278,-0.05988927761965017,-0.06503102544561407,1.0401331042702302,0.0937539064113788,0.14132710947600371
26,0.07304205064836757,0.06234259165381827,0.04281507908048679,0.0279129436183078,0.02374986263786392,0.025216646351633194,0.5470082103060905,0.08529407499941169,0.07334082862307117
27,0.07957912311265987,0.10841856874809438,0.056013234336190355,0.027256288705641365,0.019386220423842245,-0.0031115763991612475,0.23070471653273508,0.09324604738566555,0.08040220342677529
28,0.041031167484663116,0.04054411086137868,-0.009761560662878152,-0.02245234757911571,-0.026856587421804218,-0.019773916719008116,-0.038606354514166885,0.04538337736505087,-0.003925450400932094
29,0.2538521374883197,0.3045045655757195,0.15532569651591716,0.13937632552926899,0.13355072931703268,0.12959748494118986,1.1325691824478692,0.2509636951222281,0.16856268133345664
30,0.02084020858646355,0.03114831030006,-0.0029983815613980032,-0.020911878859931184,-0.026894907337416406,-0.03810006289256531,0.6881171767708208,0.03584931374806553,-0.028521586268590957
31,0.06989965830858794,0.08859549743347127,0.14187665980066555,0.7182175805531624,0.5422454458946437,0.07523581461099896,1.1361752425909883,0.09136666388628466,0.07254991283646547
32,-0.005200667215545548,-0.008329750855547897,0.026222895286487354,0.008292234719563736,0.003178096899181982,-0.009496439791903072,0.356111810186884,0.011130006298599976,-0.0006126589826589214
33,0.004665030722957111,-0.026903243603449426,0.013127506922676727,-0.0009585163802878999,-0.004298104632766809,-0.014649478060779366,0.1537591062016917,0.01715585838450174,0.009139829214257413
34,0.21989932339912138,0.15279344096202432,0.23416863094829388,0.20605172599642183,0.2006175992953978,0.18592482370564203,0.9376831516441574,0.23199294432488107,0.22497345605803226
35,0.17796422103248055,0.19262862494319904,0.2555515959632881,0.588758054875566,0.4732420028119244,0.22144156980611934,1.4546753842871458,0.2048467025374477,0.19042583173333652
36,0.019176176501365244,-0.000564502500067328,0.23885529478536396,0.0566195488630856,0.04454821726201034,0.4155767811564234,0.6320834700209969,0.0734526805210325,0.10326983177204163
37,0.1553289789315415,0.151429980791823,0.2998733696347578,2.6482711384876523,0.6867114358093692,0.33121634084634133,0.050232083333333184,0.17668186296928304,0.16095963224324628
38,0.08496943690001402,0.0925151832150388,0.11689180174505612,1.166101870472615,0.46476990084985853,0.6622635693036909,-0.4835463559747609,0.12663532990427895,0.17768936759975928
39,0.2886486622062083,0.2796903866683239,0.1511994232653727,0.13568828620416568,0.1327769137234794,0.5551142556505536,2.1775951026463605,0.2833956052006938,0.05538542111548209
40,0.18758862174167026,0.17916101625546726,0.41985928425087204,0.24438085403710033,0.22165202015381974,0.37111404201083636,-0.14549644267330167,0.17604725489762188,0.10214915753655326
41,-0.03041968522636587,-0.023815898856409584,0.3965000258538953,0.2954138056644604,0.2882512756461224,0.5543204852117304,-0.16527707927262042,-0.02746680161653169,0.15330667098497688
42,-0.052788157716554186,-0.09440451201298268,0.2634128318747605,0.08754961959274413,0.0693759016165779,0.3008210257255832,-0.5352089781807097,-0.03157502671898858,0.015664923647765193
43,-0.26464080648759264,-0.28073062875375504,-0.1629291977947493,-0.22038240835234674,-0.2223222836040487,-0.13730795002390936,-0.48310956885698725,-0.2611913797960231,-0.25258336137633225
44,-0.05209327083333335,-0.012479583333333367,0.0025286394731059403,-0.07883001325679972,-0.09011734644578753,-0.09993124999999997,0.03072250925213439,-0.032464583333333276,-0.0986394166666667
45,0.0040894813936689246,0.09847036895426883,0.060702842226515535,0.0009816632433616913,-0.0027242674235005,0.19443986671137875,-0.1535736368711822,0.02137441084034583,-0.02829135492245884
46,0.11116813275075571,0.31982062543358314,0.011396995663591222,-0.056689446669265744,-0.05768506417455548,0.022966858240374415,0.694115267858736,0.10685010175002041,-0.06477345375877235
47,0.013148511199750818,0.28133653146762566,-0.030728181687751068,-0.046140137205090574,-0.04965485674307649,-0.04440338516776411,0.534265554333929,0.012768363693051114,-0.06889096934837649
48,0.04063990551491554,0.06527114760048464,-0.0011597055275462999,-0.029981269858951953,-0.06821350250676012,-0.051061016666306316,0.6762658333333333,0.06014553584413803,0.024646866205910306
49,0.08636536490085503,0.050915980404832084,-0.03634625107373223,-0.07055457380712274,-0.08061270617412869,0.018749193855358195,0.5287349905500116,0.09702509068369547,0.0403883330808628
50,0.10402036382422683,0.21251622819661228,-0.015276167141682085,-0.0347891942246755,-0.04145810114809466,-0.0026343670320520774,0.3435021416036044,0.12592566245487655,0.06067725202325401
51,0.11411410136280191,0.2146213410878467,0.022039822900156627,0.00827581860976854,0.0029856881320767196,0.01819592114589681,0.33912663170819585,0.13554053945561312,0.07149263556645835
52,0.06473522970228279,0.17958309918304305,-0.03764655441538099,-0.049616300291088176,-0.05333929148510848,-0.04208675972000583,0.4481753167394371,0.07900465235101416,-0.029987830734140505
53,0.12839395722464042,0.3105645963262119,0.005231699496678495,-0.04079093360031092,-0.06745203444567893,-0.048323680177762854,0.8089462648427603,0.1345445227226784,0.13809393672012427
54,0.11233793103448286,0.2907054719950703,0.09344709324886999,0.022988557285314598,0.013988191995684594,0.030268681568723702,0.5120164327485724,0.13407008507523244,0.05807455173341521
55,0.06995118907690154,0.21269843654858336,0.09692311674667975,0.056307080071250445,0.05164876747088264,0.05961591937525782,0.9354533254283586,0.09859299678191755,0.07631100579158973
56,0.19698273887582693,0.34076083358947684,0.16954610325305475,0.21605965721933248,0.22265390164722823,0.17677294936291776,0.2096290732543825,0.2366223119342691,0.2152106822610772
57,0.10177367707696712,0.1930764852254377,0.13642621717491296,0.12342306852526787,0.11901565697634256,0.1096002307642868,0.1091495567645345,0.14592009615305274,0.13285629882306255
58,0.05396314249470767,0.1214956552049789,0.0720277583620482,0.060575815245853266,0.05773277358455042,0.04627584848011845,-0.0068015423460597735,0.0980625011776047,0.08191636836846768
59,-0.10247211663999164,-0.09687198897589731,-0.09147316366529938,0.23022828239716248,0.06839941017623657,-0.03748330826505444,-0.047077128387692097,-0.052977130000721864,-0.01566459605857723
60,-0.13395373655139994,-0.11918274687854717,-0.08231279001598915,0.48327996121315925,0.0800838663823738,-0.07021745074550269,-0.08560198241356345,-0.07971297052397136,-0.049502309734126365
61,-0.22689832465642087,-0.1450230094531136,-0.24432634104442244,1.5369027546107077,0.30278108093474126,-0.17778661760453318,-0.1430761201619158,-0.19471094441703374,-0.1617652223698302
62,-0.20035594442571134,-0.17146390993111063,-0.26267643299766413,3.3216729025849947,0.5754073816095892,-0.13466543110219992,-0.12900895578472277,-0.16655785366584164,-0.10936443416481463
63,-0.22320004524834394,-0.19035036401395145,-0.2501594089655456,0.774497990647947,0.18638477832625974,-0.14940744286149363,-0.11148014426702815,-0.19247187964265522,-0.122278544547132
64,-0.2909148970312827,-0.2684915438888241,-0.3330052963846418,-0.08137676137869741,-0.21034422154517557,-0.2883671310920709,-0.2218946827677225,-0.2647058718981858,-0.27578377765103895
65,-0.28960758251565244,-0.24173653478895593,-0.36628175654599526,-0.34377352936741107,-0.3393914844376728,-0.3383418813314421,-0.31785091315222774,-0.28857474785201537,-0.3445979825500384
66,-0.21060920310975084,-0.18358893806447413,-0.4689222825860242,-0.44067554526208735,-0.4348565994612305,-0.4266238501323917,-0.2711600088049561,-0.21915779876752753,-0.4698715800451888
67,-0.3507813205145013,-0.2609267396590673,-0.47414855521472443,-0.4837683237120491,-0.48584208398835127,-0.49033490841973487,-0.5195500348623204,-0.3517660079031734,-0.49199144345672075
68,-0.12034534020616408,0.008260035573207184,-0.34238015975489045,-0.35422844315389806,-0.3587395756090196,-0.3651441367858147,-0.3553082150764037,-0.1226838644930487,-0.3669874135553234
