Time,Location,LMP
2022-01-01 09:00:00-08:00,WISE1_7_B1,42.67329
2022-01-01 10:00:00-08:00,ALTA1G_7_B1,34.06358
2022-01-01 10:00:00-08:00,BIGCRK3_2_B1,32.21592
2022-01-01 10:00:00-08:00,C493GEN_7_N003,32.79568
2022-01-01 10:00:00-08:00,CUYAMAGN_7_N001,33.17417
2022-01-01 10:00:00-08:00,IBM-CTLE_1_N002,41.05653
2022-01-01 10:00:00-08:00,JESSUP_1_GN001,40.066
2022-01-01 10:00:00-08:00,KANAKAJT_1_B1,40.29291
2022-01-01 10:00:00-08:00,KEARNY_7_GNU1N,34.01051
2022-01-01 10:00:00-08:00,LBEACH1G_7_N001,34.12349
2022-01-01 10:00:00-08:00,MECCTG2_7_B2,40.89464
2022-01-01 10:00:00-08:00,MILPITAS_1_N001,42.14749
2022-01-01 10:00:00-08:00,REDMGEN_7_N003,32.58198
2022-01-01 10:00:00-08:00,RENFRO_1_N001,33.97359
2022-01-01 10:00:00-08:00,SHELL3_7_B2,43.62222
2022-01-01 10:00:00-08:00,SPIJCT_6_B1,40.63403
2022-01-01 10:00:00-08:00,TOT210S1_7_N002,31.19449
2022-01-01 10:00:00-08:00,TULLOCH_7_B2,40.13726
2022-01-01 10:00:00-08:00,VACA-DIX_1_B1,40.6237
2022-01-01 10:00:00-08:00,WISE1_7_B1,40.66131
2022-01-01 11:00:00-08:00,ALTA1G_7_B1,27.39646
2022-01-01 11:00:00-08:00,BIGCRK3_2_B1,26.04341
2022-01-01 11:00:00-08:00,C493GEN_7_N003,26.31574
2022-01-01 11:00:00-08:00,CUYAMAGN_7_N001,26.19247
2022-01-01 11:00:00-08:00,IBM-CTLE_1_N002,29.98503
2022-01-01 11:00:00-08:00,JESSUP_1_GN001,29.39737
2022-01-01 11:00:00-08:00,KANAKAJT_1_B1,29.56651
2022-01-01 11:00:00-08:00,KEARNY_7_GNU1N,27.27606
2022-01-01 11:00:00-08:00,LBEACH1G_7_N001,27.52546
2022-01-01 11:00:00-08:00,MECCTG2_7_B2,29.86177
2022-01-01 11:00:00-08:00,MILPITAS_1_N001,30.81923
2022-01-01 11:00:00-08:00,REDMGEN_7_N003,26.40174
2022-01-01 11:00:00-08:00,RENFRO_1_N001,26.87187
2022-01-01 11:00:00-08:00,SHELL3_7_B2,31.86555
2022-01-01 11:00:00-08:00,SPIJCT_6_B1,29.83597
2022-01-01 11:00:00-08:00,TOT210S1_7_N002,24.97988
2022-01-01 11:00:00-08:00,TULLOCH_7_B2,29.42891
2022-01-01 11:00:00-08:00,VACA-DIX_1_B1,29.6955
2022-01-01 11:00:00-08:00,WISE1_7_B1,29.70124
2022-01-01 12:00:00-08:00,ALTA1G_7_B1,26.7396
2022-01-01 12:00:00-08:00,BIGCRK3_2_B1,25.31323
2022-01-01 12:00:00-08:00,C493GEN_7_N003,25.59127
2022-01-01 12:00:00-08:00,CUYAMAGN_7_N001,25.44947
2022-01-01 12:00:00-08:00,IBM-CTLE_1_N002,29.05572
2022-01-01 12:00:00-08:00,JESSUP_1_GN001,28.45236
