,LBEACH1G_7_N001,BIGCRK3_2_B1,MILPITAS_1_N001,IBM-CTLE_1_N002,MECCTG2_7_B2,VACA-DIX_1_B1,KANAKAJT_1_B1,ALTA1G_7_B1,RENFRO_1_N001
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.10734136659594616,0.06809898153161945,0.08732270909115603,0.08344293684516711,0.08107525330374458,0.08011115578756121,0.07986334296935207,0.1012118364588174,0.0997616562273602
2,0.05180316402659893,-0.10161251377393388,-0.5155289034598136,0.040762824121528686,0.03823946255580678,-0.20971032485575136,0.005446980638533376,0.5927836787934089,-0.04724478427908025
3,0.020922603301216106,0.02297680655129658,0.5545322723865984,0.11461844062495256,0.11331659156158325,2.153572278359979,0.4990527365615027,-1.0888939174729186,-0.0041177948357816185
4,-0.008357930283772547,0.3052068018433048,0.03166204636537828,0.4344527792244277,0.4313974465356003,0.2304528424855096,-0.32301374833165575,2.4566402774662297,-0.014740486391613794
5,-0.008280614282888857,-0.049105084280745726,-2.827798308699728,0.04619516417049629,0.044406021103826854,-0.0035413629946641073,0.036287965024998814,0.012598130651175793,-0.028639999512092118
6,-0.09835572416579624,-0.14823285547513154,-0.03584312708961976,-0.020215269998959895,-0.020192705305814462,-0.4868179630851013,-0.21839302097824365,-0.18518362944347733,-0.028660057815773743
7,-0.1250335316097358,0.010859483103669009,-0.2206871958708877,0.17881220925037278,0.17589978457020683,-0.01704590121260617,0.10248225972896352,-0.009241468386977092,0.11046123445284795
8,-0.11423986939042902,-0.11771788293906318,-0.20835227977621892,-0.09362116936536576,-0.09510957061179039,-0.15741339752550954,-0.14106877860644673,-0.10788609236993854,-0.12576663523500842
9,-0.014852718674322085,-0.01491690152669399,-0.05049477399864094,0.07821874153380078,0.07508366704389567,-0.014357702607794454,-0.018070563318362758,-0.03015588336277253,-0.10882423191321025
10,0.00736717399224418,0.11432112624025166,0.2002779563026223,0.28337246164296087,0.28031745038743383,0.18076290429977387,0.2568587473283135,0.13188699871406429,-0.13209904281125262
11,0.032825852870029426,0.05248843475805713,0.2935821662916218,0.23954481353968074,0.2369778811021759,0.17498693433282553,0.23298848149845203,0.0248847178583613,-0.1502002784427104
12,0.04448941452893185,0.04231763573387885,0.640689129517085,0.2417143654242182,0.24065679722999217,0.5600988531058367,0.5290332851126012,0.005939703854377476,-0.2862028906076084
13,-0.025200748547040824,-0.01555520911281734,0.6862270693687041,0.40933625689653236,0.4076106575356915,0.8629570956395919,0.9039709654553625,-0.022122585719219684,-0.4637538869763861
14,-0.029209344543601218,-0.0555404449484799,0.720552263143416,0.9980926266634036,0.9964780796352406,0.7621595565830117,0.8898736459669128,0.40985431794129235,-0.34994391172823575
15,-0.012255660391459255,-0.029335138769695776,0.7251845987415523,1.1274902158921194,1.1250355572256845,1.0000721083153836,1.1269673257256059,0.14427506248592173,-0.43434721897113204
16,0.03251536712000491,0.0007196173332450345,0.7308608626960915,0.26438841715219064,0.26166706613824053,0.8668873297309589,0.746814545094898,0.2272402186807637,-0.1301021481942034
17,0.18478234078305328,0.045251328126002535,0.2669422400233573,0.33004066341344285,0.32784133492908696,-0.0359975104791852,0.46931210711379456,0.103209113496929,-0.08060205579765987
18,0.09926633858000904,0.03594191051169812,-0.011908078570328856,0.4179906418704814,0.4167267197120527,-0.3758598102091376,0.25358690403462925,0.06151796667910736,-0.04209526412108795
19,0.1668350142007206,0.0685203142800509,0.0646967523930923,0.4291543557124975,0.42552375571423495,0.06995626567990049,0.37859987663565053,0.05155312604823564,0.07773304073480324
20,0.1668236223844419,-0.024915006502821233,0.16006918311253565,0.46196583209842745,0.45875118709963203,-0.2662438171044923,0.05984711307543311,0.05190341472095383,0.08982799995079954
21,0.06244692388453211,-0.13422436448249964,0.027924179434924618,0.22588186353876238,0.2224329582435702,-0.06760844030540109,-0.052925976131908414,0.019381102632335584,0.07791835074122647
22,0.05555758497896687,-0.10888055588179088,0.004282514410853283,-0.014876343304591338,-0.01766353803480683,-0.14592037361127289,-0.03727107886341208,0.023302042045833193,0.08200883015450942
23,0.039237100198867156,-0.04841910009456862,-0.01732167405510482,0.0063107971977924004,0.0033975250444953087,-0.0821840930486204,-0.03178969619525207,0.00657826216449936,0.030062984875129616
24,0.043702413816472496,-0.012939972942852792,0.032103552697662324,0.11482658073133481,0.11159587951470382,-0.009440014332738167,-0.11251733016021359,0.06358272574052695,0.05959735911586967
25,0.032070186146298287,-0.0034582219936775196,0.2199483933767877,0.07470049996007935,0.0716755009852579,0.04848766879538635,0.03628181331923663,0.03919463515239929,0.025167481023077427
26,0.043869839299219934,0.022188645396098678,0.3066249757865066,0.2922555061655929,0.2889511686237817,0.1346920715297944,0.02633748777760192,0.0020424297632971322,-0.056607354974114094
27,0.03340492509423225,0.01757483508668826,0.27862555465580535,0.18956714511580472,0.1868289958071695,0.16875975665015824,0.040711246267553625,0.01175161486445972,-0.046244936811009496
