Time,Location,LMP
2022-01-01 03:00:00-08:00,WISE1_7_B1,61.75288
2022-01-01 03:15:00-08:00,ALTA1G_7_B1,63.10388
2022-01-01 03:15:00-08:00,BIGCRK3_2_B1,59.03893
2022-01-01 03:15:00-08:00,C493GEN_7_N003,58.88118
2022-01-01 03:15:00-08:00,CUYAMAGN_7_N001,60.18561
2022-01-01 03:15:00-08:00,IBM-CTLE_1_N002,63.65599
2022-01-01 03:15:00-08:00,JESSUP_1_GN001,61.64171
2022-01-01 03:15:00-08:00,KANAKAJT_1_B1,62.07248
2022-01-01 03:15:00-08:00,KEARNY_7_GNU1N,61.27769
2022-01-01 03:15:00-08:00,LBEACH1G_7_N001,61.79946
2022-01-01 03:15:00-08:00,MECCTG2_7_B2,63.3041
2022-01-01 03:15:00-08:00,MILPITAS_1_N001,64.82087
2022-01-01 03:15:00-08:00,REDMGEN_7_N003,61.92687
2022-01-01 03:15:00-08:00,RENFRO_1_N001,60.79232
2022-01-01 03:15:00-08:00,SHELL3_7_B2,66.1435
2022-01-01 03:15:00-08:00,SPIJCT_6_B1,62.52144
2022-01-01 03:15:00-08:00,TOT210S1_7_N002,58.02572
2022-01-01 03:15:00-08:00,TULLOCH_7_B2,60.61031
2022-01-01 03:15:00-08:00,VACA-DIX_1_B1,62.4183
2022-01-01 03:15:00-08:00,WISE1_7_B1,62.9158
2022-01-01 03:30:00-08:00,ALTA1G_7_B1,62.99788
2022-01-01 03:30:00-08:00,BIGCRK3_2_B1,58.95226
2022-01-01 03:30:00-08:00,C493GEN_7_N003,58.71606
2022-01-01 03:30:00-08:00,CUYAMAGN_7_N001,60.09084
2022-01-01 03:30:00-08:00,IBM-CTLE_1_N002,63.51872
2022-01-01 03:30:00-08:00,JESSUP_1_GN001,61.52619
2022-01-01 03:30:00-08:00,KANAKAJT_1_B1,61.95014
2022-01-01 03:30:00-08:00,KEARNY_7_GNU1N,61.05986
2022-01-01 03:30:00-08:00,LBEACH1G_7_N001,61.68971
2022-01-01 03:30:00-08:00,MECCTG2_7_B2,63.17351
2022-01-01 03:30:00-08:00,MILPITAS_1_N001,64.66943
2022-01-01 03:30:00-08:00,REDMGEN_7_N003,61.85324
2022-01-01 03:30:00-08:00,RENFRO_1_N001,60.69648
2022-01-01 03:30:00-08:00,SHELL3_7_B2,65.97154
2022-01-01 03:30:00-08:00,SPIJCT_6_B1,62.39225
2022-01-01 03:30:00-08:00,TOT210S1_7_N002,57.92268
2022-01-01 03:30:00-08:00,TULLOCH_7_B2,60.48451
2022-01-01 03:30:00-08:00,VACA-DIX_1_B1,62.28929
2022-01-01 03:30:00-08:00,WISE1_7_B1,62.77985
2022-01-01 03:45:00-08:00,ALTA1G_7_B1,63.09596
2022-01-01 03:45:00-08:00,BIGCRK3_2_B1,59.0456
2022-01-01 03:45:00-08:00,C493GEN_7_N003,58.82732
2022-01-01 03:45:00-08:00,CUYAMAGN_7_N001,60.18552
2022-01-01 03:45:00-08:00,IBM-CTLE_1_N002,63.57497
2022-01-01 03:45:00-08:00,JESSUP_1_GN001,61.58011
2022-01-01 03:45:00-08:00,KANAKAJT_1_B1,62.00455
2022-01-01 03:45:00-08:00,KEARNY_7_GNU1N,61.15567
2022-01-01 03:45:00-08:00,LBEACH1G_7_N001,61.78627
2022-01-01 03:45:00-08:00,MECCTG2_7_B2,63.23542
2022-01-01 03:45:00-08:00,MILPITAS_1_N001,64.72096
2022-01-01 03:45:00-08:00,REDMGEN_7_N003,61.95604
2022-01-01 03:45:00-08:00,RENFRO_1_N001,60.79186
2022-01-01 03:45:00-08:00,SHELL3_7_B2,66.01247
2022-01-01 03:45:00-08:00,SPIJCT_6_B1,62.45324
2022-01-01 03:45:00-08:00,TOT210S1_7_N002,58.02088
2022-01-01 03:45:00-08:00,TULLOCH_7_B2,60.54326
